    8.0725 	     1.0000 	    -1.0000 	    -1.0000 	     1.0000 
     0.0000 	     2.0000 	    -1.0000 	    -1.0000 	     1.0000 
     0.0000 	    -2.0000 	     1.0000 	     1.0000 	    -1.0000 
     0.0000 	     1.0000 	    -1.0000 	    -1.0000 	     2.0000 
     0.0000 	    -1.0000 	     1.0000 	     1.0000 	    -2.0000 
     0.1657 	     2.0000 	    -2.0000 	    -1.0000 	     1.0000 
     0.1657 	     1.0000 	     2.0000 	     1.0000 	     2.0000 
     0.1657 	     1.0000 	    -2.0000 	    -1.0000 	     2.0000 
     0.1657 	    -1.0000 	     2.0000 	     1.0000 	    -2.0000 
     0.1657 	    -1.0000 	    -2.0000 	    -1.0000 	    -2.0000 
     0.1657 	     1.0000 	    -1.0000 	    -2.0000 	     2.0000 
     7.4688 	     2.0000 	     1.0000 	     1.0000 	     2.0000 
     7.4688 	     2.0000 	    -1.0000 	    -1.0000 	     2.0000 
     7.4688 	    -2.0000 	     1.0000 	     1.0000 	    -2.0000 
     7.4688 	    -2.0000 	    -1.0000 	    -1.0000 	    -2.0000 
     0.0000 	     2.0000 	    -2.0000 	    -1.0000 	     2.0000 
     0.0000 	    -2.0000 	     2.0000 	     1.0000 	    -2.0000 
     0.0000 	     2.0000 	    -1.0000 	    -2.0000 	     2.0000 
     0.0000 	    -2.0000 	     1.0000 	     2.0000 	    -2.0000 
     8.7621 	     2.0000 	    -2.0000 	    -2.0000 	     2.0000 
     0.0000 	     3.0000 	    -1.0000 	    -1.0000 	     1.0000 
     0.0000 	    -3.0000 	     1.0000 	     1.0000 	    -1.0000 
     0.0000 	     1.0000 	    -1.0000 	    -1.0000 	     3.0000 
     0.0000 	    -1.0000 	     1.0000 	     1.0000 	    -3.0000 
     0.0001 	     3.0000 	    -2.0000 	    -1.0000 	     1.0000 
     0.0001 	    -3.0000 	     2.0000 	     1.0000 	    -1.0000 
     0.0001 	     1.0000 	     2.0000 	     1.0000 	     3.0000 
     0.0001 	     1.0000 	    -2.0000 	    -1.0000 	     3.0000 
     0.0001 	    -1.0000 	     2.0000 	     1.0000 	    -3.0000 
     0.0001 	    -1.0000 	    -2.0000 	    -1.0000 	    -3.0000 
     0.0001 	     3.0000 	     1.0000 	     2.0000 	     1.0000 
     0.0001 	     3.0000 	    -1.0000 	    -2.0000 	     1.0000 
     0.0001 	    -3.0000 	     1.0000 	     2.0000 	    -1.0000 
     0.0001 	    -3.0000 	    -1.0000 	    -2.0000 	    -1.0000 
     0.0001 	     1.0000 	    -1.0000 	    -2.0000 	     3.0000 
     0.0001 	    -1.0000 	     1.0000 	     2.0000 	    -3.0000 
     0.0000 	     3.0000 	     2.0000 	     2.0000 	     1.0000 
     0.0000 	     3.0000 	    -2.0000 	    -2.0000 	     1.0000 
     0.0000 	    -3.0000 	     2.0000 	     2.0000 	    -1.0000 
     0.0000 	    -3.0000 	    -2.0000 	    -2.0000 	    -1.0000 
     0.0000 	     1.0000 	     2.0000 	     2.0000 	     3.0000 
     0.0000 	     1.0000 	    -2.0000 	    -2.0000 	     3.0000 
     0.0000 	    -1.0000 	     2.0000 	     2.0000 	    -3.0000 
     0.0000 	    -1.0000 	    -2.0000 	    -2.0000 	    -3.0000 
     0.1236 	     3.0000 	    -3.0000 	    -1.0000 	     1.0000 
     0.1236 	     1.0000 	     3.0000 	     1.0000 	     3.0000 
     0.1236 	     1.0000 	    -3.0000 	    -1.0000 	     3.0000 
     0.1236 	    -1.0000 	     3.0000 	     1.0000 	    -3.0000 
     0.1236 	    -1.0000 	    -3.0000 	    -1.0000 	    -3.0000 
     0.1236 	     1.0000 	    -1.0000 	    -3.0000 	     3.0000 
    -0.0000 	     3.0000 	     1.0000 	     1.0000 	     2.0000 
    -0.0000 	     3.0000 	    -1.0000 	    -1.0000 	     2.0000 
    -0.0000 	    -3.0000 	     1.0000 	     1.0000 	    -2.0000 
    -0.0000 	    -3.0000 	    -1.0000 	    -1.0000 	    -2.0000 
    -0.0000 	     2.0000 	     1.0000 	     1.0000 	     3.0000 
    -0.0000 	     2.0000 	    -1.0000 	    -1.0000 	     3.0000 
    -0.0000 	    -2.0000 	     1.0000 	     1.0000 	    -3.0000 
    -0.0000 	    -2.0000 	    -1.0000 	    -1.0000 	    -3.0000 
    -0.0000 	     3.0000 	     2.0000 	     1.0000 	     2.0000 
    -0.0000 	     3.0000 	    -2.0000 	    -1.0000 	     2.0000 
    -0.0000 	    -3.0000 	     2.0000 	     1.0000 	    -2.0000 
    -0.0000 	    -3.0000 	    -2.0000 	    -1.0000 	    -2.0000 
    -0.0000 	     2.0000 	    -2.0000 	    -1.0000 	     3.0000 
    -0.0000 	    -2.0000 	     2.0000 	     1.0000 	    -3.0000 
    -0.0000 	     3.0000 	    -1.0000 	    -2.0000 	     2.0000 
    -0.0000 	    -3.0000 	     1.0000 	     2.0000 	    -2.0000 
    -0.0000 	     2.0000 	     1.0000 	     2.0000 	     3.0000 
    -0.0000 	     2.0000 	    -1.0000 	    -2.0000 	     3.0000 
    -0.0000 	    -2.0000 	     1.0000 	     2.0000 	    -3.0000 
    -0.0000 	    -2.0000 	    -1.0000 	    -2.0000 	    -3.0000 
    -0.0000 	     3.0000 	    -2.0000 	    -2.0000 	     2.0000 
    -0.0000 	    -3.0000 	     2.0000 	     2.0000 	    -2.0000 
    -0.0000 	     2.0000 	    -2.0000 	    -2.0000 	     3.0000 
    -0.0000 	    -2.0000 	     2.0000 	     2.0000 	    -3.0000 
    -0.0000 	     3.0000 	    -3.0000 	    -1.0000 	     2.0000 
    -0.0000 	    -3.0000 	     3.0000 	     1.0000 	    -2.0000 
    -0.0000 	     2.0000 	     3.0000 	     1.0000 	     3.0000 
    -0.0000 	     2.0000 	    -3.0000 	    -1.0000 	     3.0000 
    -0.0000 	    -2.0000 	     3.0000 	     1.0000 	    -3.0000 
    -0.0000 	    -2.0000 	    -3.0000 	    -1.0000 	    -3.0000 
    -0.0000 	     3.0000 	     1.0000 	     3.0000 	     2.0000 
    -0.0000 	     3.0000 	    -1.0000 	    -3.0000 	     2.0000 
    -0.0000 	    -3.0000 	     1.0000 	     3.0000 	    -2.0000 
    -0.0000 	    -3.0000 	    -1.0000 	    -3.0000 	    -2.0000 
    -0.0000 	     2.0000 	    -1.0000 	    -3.0000 	     3.0000 
    -0.0000 	    -2.0000 	     1.0000 	     3.0000 	    -3.0000 
     0.6472 	     3.0000 	    -3.0000 	    -2.0000 	     2.0000 
     0.6472 	     2.0000 	     3.0000 	     2.0000 	     3.0000 
     0.6472 	     2.0000 	    -3.0000 	    -2.0000 	     3.0000 
     0.6472 	    -2.0000 	     3.0000 	     2.0000 	    -3.0000 
     0.6472 	    -2.0000 	    -3.0000 	    -2.0000 	    -3.0000 
     0.6472 	     2.0000 	    -2.0000 	    -3.0000 	     3.0000 
     7.5010 	     3.0000 	     1.0000 	     1.0000 	     3.0000 
     7.5010 	     3.0000 	    -1.0000 	    -1.0000 	     3.0000 
     7.5010 	    -3.0000 	     1.0000 	     1.0000 	    -3.0000 
     7.5010 	    -3.0000 	    -1.0000 	    -1.0000 	    -3.0000 
     0.0000 	     3.0000 	     2.0000 	     1.0000 	     3.0000 
     0.0000 	     3.0000 	    -2.0000 	    -1.0000 	     3.0000 
     0.0000 	    -3.0000 	     2.0000 	     1.0000 	    -3.0000 
     0.0000 	    -3.0000 	    -2.0000 	    -1.0000 	    -3.0000 
     0.0000 	     3.0000 	     1.0000 	     2.0000 	     3.0000 
     0.0000 	     3.0000 	    -1.0000 	    -2.0000 	     3.0000 
     0.0000 	    -3.0000 	     1.0000 	     2.0000 	    -3.0000 
     0.0000 	    -3.0000 	    -1.0000 	    -2.0000 	    -3.0000 
     7.4677 	     3.0000 	     2.0000 	     2.0000 	     3.0000 
     7.4677 	     3.0000 	    -2.0000 	    -2.0000 	     3.0000 
     7.4677 	    -3.0000 	     2.0000 	     2.0000 	    -3.0000 
     7.4677 	    -3.0000 	    -2.0000 	    -2.0000 	    -3.0000 
     0.0000 	     3.0000 	    -3.0000 	    -1.0000 	     3.0000 
     0.0000 	    -3.0000 	     3.0000 	     1.0000 	    -3.0000 
     0.0000 	     3.0000 	    -1.0000 	    -3.0000 	     3.0000 
     0.0000 	    -3.0000 	     1.0000 	     3.0000 	    -3.0000 
     0.0000 	     3.0000 	    -3.0000 	    -2.0000 	     3.0000 
     0.0000 	    -3.0000 	     3.0000 	     2.0000 	    -3.0000 
     0.0000 	     3.0000 	    -2.0000 	    -3.0000 	     3.0000 
     0.0000 	    -3.0000 	     2.0000 	     3.0000 	    -3.0000 
     8.7621 	     3.0000 	    -3.0000 	    -3.0000 	     3.0000 
    -0.0000 	     4.0000 	    -1.0000 	    -1.0000 	     1.0000 
    -0.0000 	    -4.0000 	     1.0000 	     1.0000 	    -1.0000 
    -0.0000 	     1.0000 	    -1.0000 	    -1.0000 	     4.0000 
    -0.0000 	    -1.0000 	     1.0000 	     1.0000 	    -4.0000 
     0.0000 	     4.0000 	    -2.0000 	    -1.0000 	     1.0000 
     0.0000 	    -4.0000 	     2.0000 	     1.0000 	    -1.0000 
     0.0000 	     1.0000 	     2.0000 	     1.0000 	     4.0000 
     0.0000 	     1.0000 	    -2.0000 	    -1.0000 	     4.0000 
     0.0000 	    -1.0000 	     2.0000 	     1.0000 	    -4.0000 
     0.0000 	    -1.0000 	    -2.0000 	    -1.0000 	    -4.0000 
     0.0000 	     4.0000 	     1.0000 	     2.0000 	     1.0000 
     0.0000 	     4.0000 	    -1.0000 	    -2.0000 	     1.0000 
     0.0000 	    -4.0000 	     1.0000 	     2.0000 	    -1.0000 
     0.0000 	    -4.0000 	    -1.0000 	    -2.0000 	    -1.0000 
     0.0000 	     1.0000 	    -1.0000 	    -2.0000 	     4.0000 
     0.0000 	    -1.0000 	     1.0000 	     2.0000 	    -4.0000 
    -0.0000 	     4.0000 	     2.0000 	     2.0000 	     1.0000 
    -0.0000 	     4.0000 	    -2.0000 	    -2.0000 	     1.0000 
    -0.0000 	    -4.0000 	     2.0000 	     2.0000 	    -1.0000 
    -0.0000 	    -4.0000 	    -2.0000 	    -2.0000 	    -1.0000 
    -0.0000 	     1.0000 	     2.0000 	     2.0000 	     4.0000 
    -0.0000 	     1.0000 	    -2.0000 	    -2.0000 	     4.0000 
    -0.0000 	    -1.0000 	     2.0000 	     2.0000 	    -4.0000 
    -0.0000 	    -1.0000 	    -2.0000 	    -2.0000 	    -4.0000 
     0.0000 	     4.0000 	    -3.0000 	    -1.0000 	     1.0000 
     0.0000 	    -4.0000 	     3.0000 	     1.0000 	    -1.0000 
     0.0000 	     1.0000 	     3.0000 	     1.0000 	     4.0000 
     0.0000 	     1.0000 	    -3.0000 	    -1.0000 	     4.0000 
     0.0000 	    -1.0000 	     3.0000 	     1.0000 	    -4.0000 
     0.0000 	    -1.0000 	    -3.0000 	    -1.0000 	    -4.0000 
     0.0000 	     4.0000 	     1.0000 	     3.0000 	     1.0000 
     0.0000 	     4.0000 	    -1.0000 	    -3.0000 	     1.0000 
     0.0000 	    -4.0000 	     1.0000 	     3.0000 	    -1.0000 
     0.0000 	    -4.0000 	    -1.0000 	    -3.0000 	    -1.0000 
     0.0000 	     1.0000 	    -1.0000 	    -3.0000 	     4.0000 
     0.0000 	    -1.0000 	     1.0000 	     3.0000 	    -4.0000 
     0.0000 	     4.0000 	     3.0000 	     2.0000 	     1.0000 
     0.0000 	     4.0000 	    -3.0000 	    -2.0000 	     1.0000 
     0.0000 	    -4.0000 	     3.0000 	     2.0000 	    -1.0000 
     0.0000 	    -4.0000 	    -3.0000 	    -2.0000 	    -1.0000 
     0.0000 	     1.0000 	     3.0000 	     2.0000 	     4.0000 
     0.0000 	     1.0000 	    -3.0000 	    -2.0000 	     4.0000 
     0.0000 	    -1.0000 	     3.0000 	     2.0000 	    -4.0000 
     0.0000 	    -1.0000 	    -3.0000 	    -2.0000 	    -4.0000 
     0.0000 	     4.0000 	     2.0000 	     3.0000 	     1.0000 
     0.0000 	     4.0000 	    -2.0000 	    -3.0000 	     1.0000 
     0.0000 	    -4.0000 	     2.0000 	     3.0000 	    -1.0000 
     0.0000 	    -4.0000 	    -2.0000 	    -3.0000 	    -1.0000 
     0.0000 	     1.0000 	     2.0000 	     3.0000 	     4.0000 
     0.0000 	     1.0000 	    -2.0000 	    -3.0000 	     4.0000 
     0.0000 	    -1.0000 	     2.0000 	     3.0000 	    -4.0000 
     0.0000 	    -1.0000 	    -2.0000 	    -3.0000 	    -4.0000 
    -0.0000 	     4.0000 	     3.0000 	     3.0000 	     1.0000 
    -0.0000 	     4.0000 	    -3.0000 	    -3.0000 	     1.0000 
    -0.0000 	    -4.0000 	     3.0000 	     3.0000 	    -1.0000 
    -0.0000 	    -4.0000 	    -3.0000 	    -3.0000 	    -1.0000 
    -0.0000 	     1.0000 	     3.0000 	     3.0000 	     4.0000 
    -0.0000 	     1.0000 	    -3.0000 	    -3.0000 	     4.0000 
    -0.0000 	    -1.0000 	     3.0000 	     3.0000 	    -4.0000 
    -0.0000 	    -1.0000 	    -3.0000 	    -3.0000 	    -4.0000 
     0.1136 	     4.0000 	    -4.0000 	    -1.0000 	     1.0000 
     0.1136 	     1.0000 	     4.0000 	     1.0000 	     4.0000 
     0.1136 	     1.0000 	    -4.0000 	    -1.0000 	     4.0000 
     0.1136 	    -1.0000 	     4.0000 	     1.0000 	    -4.0000 
     0.1136 	    -1.0000 	    -4.0000 	    -1.0000 	    -4.0000 
